Latitude,Longitude,Avg_voltso
48.393906113657366,29.82711447441693,0.3582054376602173
48.40303559366973,29.520388748961523,0.35970938205718994
48.388982690657464,29.591780466112425,0.3589245676994324
48.37488465662444,29.663131731724462,0.3589245676994324
48.36074153181325,29.73444245041236,0.3585241436958313
48.346553356563646,29.805712527194032,0.3582054376602173
48.39747132602837,29.28504538410374,0.35932838916778564
48.383567664638555,29.3564954370093,0.3598538041114807
48.36961879148359,29.427905438602664,0.36186015605926514
48.35562474643038,29.499275292472447,0.3611382842063904
48.34158556944384,29.57060490260818,0.3589245676994324
48.327501300586704,29.641894173400402,0.3589245676994324
48.31337198001906,29.71314300964096,0.35889893770217896
48.29919764799792,29.784351316523185,0.35876649618148804
48.39141551430833,29.04975708093278,0.35906267166137695
48.3776612002661,29.12126402694372,0.36036384105682373
48.363861595064705,29.192731323975295,0.36383187770843506
48.350016738192906,29.264158874602515,0.3646620512008667
48.336126669238496,29.335546581798695,0.3635573387145996
48.322191427887994,29.406894348935708,0.3617974519729614
48.30821105392638,29.478202079784296,0.35932838916778564
48.29418558723648,29.549469678514328,0.3589245676994324
48.28011506779884,29.62069704969491,0.3589245676994324
48.26599953569111,29.69188409829485,0.3589085340499878
48.25183903108796,29.763030729682583,0.35835278034210205
48.237633594260416,29.834136849626617,0.3584677577018738
48.398427800015284,28.742926935370235,0.3588683605194092
48.38486834265673,28.814528475266656,0.3589245676994324
48.37126347709246,28.88609086939462,0.3589245676994324
48.357613242330224,28.95761401893253,0.3589245676994324
48.34391767747808,29.029097825454244,0.3598538041114807
48.330176821744374,29.10054219092936,0.36410605907440186
48.31639071443703,29.171947017723568,0.3646620512008667
48.30255939496341,29.24331220859881,0.3646620512008667
48.28868290282981,29.31463766671368,0.36381465196609497
48.2747612776412,29.385923295623655,0.35972386598587036
48.26079455910071,29.457168999281265,0.3589245676994324
48.2467827870094,29.528374682036457,0.3589245676994324
48.23272600126575,29.59954024863677,0.3584357500076294
48.21862424186541,29.670665604227594,0.35802125930786133
48.20447754890078,29.74175065435236,0.35790807008743286
48.19028596256056,29.8127953049528,0.35828620195388794
48.39123984614523,28.507709062368804,0.35892003774642944
48.37783001009156,28.57936419584766,0.3589245676994324
48.36437468953687,28.650980590939326,0.3589169979095459
48.35087392310489,28.72255814783648,0.3585495948791504
48.33732774952095,28.794096767124643,0.3589136004447937
48.32373620761138,28.86559634978238,0.3589245676994324
