Latitude,Longitude,Avg_r2_2017
43.783587987338784,21.146866403122175,54.073006047142876
43.77496597888419,21.213928424647833,53.23923868603177
43.76630070137653,21.280968983174148,51.37248521380954
43.75759217790053,21.34798798133278,49.612882402208115
43.748840431646045,21.41498532195655,49.28600523206923
43.74004548590784,21.481960908080055,49.69551044040256
43.731207364085385,21.548914642940417,51.52130254109701
43.722326089682646,21.61584642997792,54.66605080498589
43.71340168630794,21.682756172836832,57.7161267068651
43.7044341776736,21.749643775365996,56.96232896380954
43.6954235875959,21.816509141619463,56.5525524881151
43.68636993999472,21.883352175857283,57.685744762420654
43.67727325889345,21.95017278254619,59.53421481450399
43.66813356841871,22.016970866360083,59.07327726152208
43.65895089280015,22.083746332180965,57.023743841383194
43.64972525637025,22.150499085099398,52.11554082234701
43.6404566835641,22.217229030415268,48.77217059665256
43.96419236801366,20.08201862725889,58.041159100002716
43.95625789485521,20.14946980744412,57.23115475972494
43.94827975608416,20.216901055939644,54.32729201846652
43.940257973119245,20.28431227201102,50.74705113304986
43.932192567487625,20.351703355113727,49.829679330190025
43.92408356082492,20.419074204894173,49.86760240130954
43.91593097487475,20.486424721190247,50.63816446728177
43.90773483148871,20.55375480403228,50.78822957144843
43.899495152626095,20.621064353643618,51.569045543670654
43.89121196035372,20.68835327044158,51.04783243603177
43.88288527684581,20.755621455038067,50.44187540478177
43.87451512438366,20.8228688082404,53.68406285179986
43.8661015253555,20.890095231052044,57.649394777086044
43.85764450225629,20.957300624673337,60.031393475002716
43.849144077687534,21.024484890502237,57.78633064693875
43.840600274357094,21.09164793013511,53.92625040478177
43.832013115078894,21.158789645367335,53.73034111658732
43.82338262277285,21.225909938194206,52.90183634228177
43.81470882046455,21.293008710811506,50.509963512420654
43.80599173128517,21.36008586561627,48.00410419040256
43.79723137847106,21.427141305207584,49.51598570081923
43.78842778536382,21.494174932387125,50.55363761054145
43.77958097540986,21.561186650159982,53.65861807929145
43.77069097216026,21.628176361735427,56.424568547142876
43.7617577992707,21.695143970527397,59.5420815149943
43.75278148050101,21.762089380155373,59.42630460527208
43.74376203971512,21.829012494444953,59.154983043670654
43.73469950088081,21.895913217428642,61.06150425804986
43.725593888069525,21.962791453346426,61.875306341383194
43.716445225456106,22.02964710664648,58.39841832054986
43.707253537318614,22.096480081985874,57.736960093180336
43.69801884803812,22.163290284231152,54.360115475124786
43.688741182098475,22.23007761845915,49.35469012790256
43.67942056408608,22.296841989957414,48.76745065053304
43.67005701868973,22.363583304225074,49.59123526679145
43.66065057070039,22.43030146697336,55.004158390892876
43.651201245010874,22.496996384126277,53.989455699920654
43.641709066615725,22.563667961821267,50.23799090915256
44.02064915101534,20.025491454496375,59.83570120069716
44.01275057512863,20.093021773701594,59.98847897847494
44.004808270567814,20.160532208862094,57.1058292388916
43.99682225868613,20.228022658804264,54.846226427290176
43.98879256094575,20.295493022544633,51.63295608096652
43.98071919891752,20.362943199290527,51.05635012520684
43.972602194280846,20.430373088440916,51.73196866777208
43.96444156882337,20.49778258958719,52.53459453582764
43.956237344440936,20.56517160251397,52.09025859832764
43.94798954313727,20.63254002719981,52.81443394554986
43.93969818702383,20.699887763818026,51.40053425894843
43.9313632983196,20.7672147127374,50.89321004019843
43.9229848993509,20.834520774522957,53.65302986568875
43.91456301255118,20.90180584993672,55.17228984832764
43.90609766046076,20.96906983993847,57.55971389346652
43.897588865726775,21.036312645686507,55.893806828392876
43.88903665110282,21.10353416853829,54.35740274853177
43.88044103944883,21.1707343100513,52.99325344297621
43.87180205373081,21.23791297198369,52.04577080408732
43.86311971702075,21.305070056295023,49.520759953392876
43.85439405249629,21.372205465147033,48.33890236748589
43.84562508344055,21.439319100904243,49.73261981540256
43.83681283324201,21.506410866134843,52.07002215915256
43.82795732539416,21.57348066361118,56.25475517908732
43.81905858349541,21.64052839631063,58.70240052541097
43.81011663124881,21.707553967416317,61.1382729212443
43.80113149246186,21.774557280317595,59.96260017818875
43.79210319104632,21.84153823861095,58.5186440149943
43.78303175101799,21.90849674610058,59.83369392818875
43.77391719649647,21.975432706799182,58.2847572962443
43.764759551704984,22.042346024928463,55.68346611658732
43.7555588409701,22.109236604919886,54.23533248901367
43.74631508872164,22.176104351415404,51.72334247165256
43.737028319492346,22.242949169268,48.39326434665256
43.72769855791775,22.30977096354252,48.34199492136637
43.71832582873581,22.37656963951605,50.70207511054145
43.70891015678696,22.443345102678848,52.95055596033732
43.69945156701358,22.510097258734817,50.762459225124786
43.68995008446005,22.576826013602215,48.86331653594971
43.68040573427232,22.643531273414226,49.43102486928304
43.670818541697884,22.71021294451961,48.66963164011637
43.66118853208532,22.776870933483423,47.803149435255264
43.651515730884384,22.843505147087484,48.73641766442193
43.641800163645414,22.9101154923311,48.514629469977486
44.06921806632957,20.036455075398322,60.12970076666938
44.06131169192453,20.104044804220564,59.741679933336044
44.05336154705102,20.17161459553003,58.61011526319716
44.04536765310569,20.239164347902545,56.74618297153049
44.037330031594266,20.306693960104695,53.72724850972494
44.02924870413131,20.37420333109489,51.91095076666938
44.021123692440234,20.44169236002392,50.93135007222494
44.012955018352834,20.509160946235937,52.75274764166938
44.00474270380928,20.57660898926906,53.334453370836044
43.99648677085787,20.64403638885625,53.91008281707764
43.98818724165482,20.711443044926057,51.50399563047621
43.97984413846403,20.7788288576034,50.97952731450399
43.97145748365698,20.84619372721025,51.56145005755954
43.963027299712394,20.91353755426647,52.1506970193651
43.95455360921619,20.980860239490568,54.71482462353177
43.94603643486115,21.048161683800316,55.153084172142876
43.9374757994468,21.115441788313717,53.974318981170654
43.92887172587915,21.182700454349458,52.789748668670654
43.92022423717054,21.249937583427908,51.52005465825399
43.911533356439364,21.317153077271712,50.629538218180336
43.90279910690996,21.384346837806504,50.22947311401367
43.89402151191228,21.451518767161616,51.687752193874786
43.88520059488181,21.51866876767096,54.03768703672621
43.876336379359344,21.58579674187348,58.7966931131151
43.86742888899061,21.652902592514067,62.62302769554986
43.85847814752627,21.719986222544122,65.20028463999431
43.84948417882164,21.787047535122326,60.726923094855415
43.84044700683637,21.85408643361535,56.92131333880954
43.83136665563443,21.921102821598453,55.1150524881151
43.822243149383745,21.988096602856245,54.353116777208115
43.813076512355984,22.05506768138332,54.574308183458115
43.80386676892646,22.12201596138499,53.05895445081923
43.79461394357383,22.18894134727779,51.05960549248589
43.785318060879874,22.255843743690377,48.74075794219971
43.77597914552926,22.322723055464053,50.217374589708115
43.76659722230946,22.389579187653368,51.485983530680336
43.757172316110356,22.45641204552689,51.760017765892876
43.74770445192418,22.523221534567796,51.22969023386637
43.73819365484515,22.590007560474504,50.43851184844971
43.72863995006931,22.656770029161294,50.06410863664415
43.7190433628944,22.723508846759046,49.79555394914415
43.70940391871952,22.79022391961567,49.60029570261637
43.699721643044874,22.856915154296928,49.37948407067193
43.68999656147173,22.92358245758689,48.971606466505264
43.68022869970197,22.990225736488668,49.11754830678304
43.67041808353809,23.056844898224995,49.27602269914415
43.66056473888277,23.123439850238725,49.43585342831082
43.650668691738844,23.19001050019358,49.65172810024686
43.64072996820885,23.256556755974685,49.88235961066352
44.11778986587519,20.047438532230217,60.186666912502716
44.109875684067205,20.115087772283943,60.18807750278049
44.1019176899535,20.18271702116681,58.89266734653049
44.09391590497423,20.25032617720308,57.19377411736382
44.08587035067881,20.31791513890883,53.9114933013916
44.077781048725676,20.38548380499259,52.62394989861382
44.06964802088229,20.453032074356344,52.681621339586044
44.061471289024816,20.520559846096063,54.722691218058266
44.05325087513785,20.58806701950266,55.02206187778049
44.04498680131437,20.655553494062787,53.40189054277208
44.03667908975544,20.723019169459434,51.92983108096652
44.0283277627701,20.790463945572867,50.929397106170654
44.019932842775006,20.85788772248128,50.84242879019843
44.011494352294406,20.92529040046162,51.37986368603177
44.00301231395984,20.992671879990326,53.57702080408732
43.99448675050993,21.06003206174401,55.06052774853177
43.985917684790216,21.127370846600343,55.873244762420654
43.97730513975298,21.194688135638614,52.872756481170654
43.96864913845691,21.26198383014065,52.12660847769843
43.95994970406704,21.329257831591377,51.42093361748589
43.95120685985446,21.396510041679647,50.950935787624786
43.9424206291962,21.463740362299006,53.46184068255954
43.93359103557483,21.530948695548204,56.47317965825399
43.92471810257848,21.59813494373219,61.77949470943875
43.91580185390044,21.665299009362542,66.98424731360541
43.90684231333913,21.732440795158425,68.69843991597493
43.89783950479769,21.799560204047054,65.22231154971652
43.888793452283934,21.866657139164573,57.81584458880954
43.87970417991008,21.93373150385665,54.789151933458115
43.870571711892474,22.000783201679155,54.70798873901367
43.86139607255145,22.067812136398885,54.580710093180336
43.85217728631112,22.13481821199423,53.828865475124786
43.842915377699136,22.20180133265586,51.54463164011637
43.833610371346445,22.26876140278725,50.80450577206082
43.82426229198709,22.335698327005588,52.12590323554145
43.814871164458005,22.402612010142235,51.95522175894843
43.80543701369887,22.469502357243414,52.2864392068651
43.7959598647517,22.536369273570926,51.12129179636637
43.78643974276078,22.60321266460275,50.415996657477486
43.776876672972435,22.670032436033665,50.35132651858859
43.767270680734775,22.736828493775874,50.24580351511637
43.75762179149743,22.80360074395969,50.22388511233859
43.74793003081139,22.870349092934106,50.105938063727486
43.73819542432881,22.937073447267437,50.09731176164415
43.7284179978027,23.003773713747904,50.02059735192193
43.718597777086764,23.070449799384335,49.81823190053304
43.7087347881351,23.137101611406592,49.51300186581082
43.69882905700211,23.2037290572664,49.674514558580185
43.68888060984215,23.27033204463774,49.13892428080241
43.67888947290936,23.336910481417533,49.688620461357964
43.668855672557406,23.403464275726265,49.19426282246908
43.65877923523926,23.46999333590847,49.17212740580241
43.648660187507005,23.5364975705333,49.62736829121908
43.63849855601162,23.60297688839529,49.21965344746908
44.16636451528879,20.058441878397986,57.7166690826416
44.15844251717603,20.126150731550013,57.36027802361382
44.150476664877374,20.193839539682102,56.291647381252716
44.14246697987654,20.261508200866274,54.45440779791938
44.13441348376674,20.329156613367132,52.996237225002716
44.1263161982505,20.39678467564272,51.811504152086044
44.11817514513946,20.46439228634523,53.519186443752716
44.109990346354124,20.531979344321883,57.91290389166938
44.10176182392381,20.599545748615526,56.47486135694716
44.093489599986206,20.667091398465658,53.1153237024943
44.0851736967874,20.734616193309023,52.275262938605415
44.07681413668164,20.802120032780437,51.511482609642876
44.06841094213099,20.86960281671361,51.32810587353177
44.05996413570523,20.937064445141772,51.3816540506151
44.0514737400817,21.004504818298557,53.12112887700399
44.042939778045024,21.07192383661868,55.20619832144843
44.03436227248688,21.139321400738737,53.567146672142876
44.02574124640586,21.206697411497885,53.20055596033732
44.017076722907234,21.274051769938637,52.46780856450399
44.0083687252028,21.341384377307577,51.87812762790256
43.99961727661055,21.408695135056007,52.67429733276367
43.990822400554556,21.475983944840834,56.17201863394843
43.981984120564796,21.543250708525164,59.23305379019843
43.973102460276785,21.61049532817907,65.02743307749431
43.96417744343155,21.677717706080216,68.51571422153049
43.95520909387532,21.74491774471477,70.34807099236383
43.94619743555935,21.812095346777824,68.05038219028049
43.937142492539564,21.879250415174283,62.91767830318875
43.92804428897664,21.946382853019543,55.699904918670654
43.918902849135534,22.013492563640057,54.138652907477486
43.909718197385324,22.08057945057419,54.40275870429145
43.90049035819908,22.147643417572738,53.81340323554145
43.891219356153556,22.214684368599706,51.91659344567193
43.881905215929024,22.281702207832893,51.46118979983859
43.87254796230902,22.348696839664655,51.77184518178304
43.86314762018014,22.415668168702467,53.48082939783732
43.85370421453188,22.482616099769643,52.71059295866225
43.8442177704563,22.549540537905898,51.55727269914415
43.83468831314786,22.616441388368173,50.972094747755264
43.82511586790324,22.683318556631065,50.77862686581082
43.81550046012109,22.75017194838756,51.12291940053304
43.805842115301765,22.817001469549666,50.94155004289415
43.79614085904711,22.88380702624906,51.01918676164415
43.78639671706035,22.9505885248376,51.136157247755264
43.77660971514571,23.017345871888068,50.757250997755264
43.7667798792083,23.084078974194767,50.077617751227486
43.756907235253756,23.150787738774,49.74580351511637
43.74699180938823,23.217472072864837,49.64782185024686
43.73703362781796,23.284131883929575,49.825393464830185
43.72703271684914,23.350767079654446,49.7367975446913
43.716989102887695,23.417377567950098,49.3862116071913
43.70690281243895,23.48396325695228,49.49667157067193
43.69677387210758,23.55052405502235,49.72676054636637
43.686602308597216,23.617059870747823,49.59156089358859
43.676388148710295,23.683570612943015,49.08119848039415
43.66613141934784,23.75005619064956,47.462329122755264
43.65583214750918,23.81651651313703,47.53893502553304
43.64549036029167,23.882951489903377,49.18563641442193
43.63510608489068,23.94936103067556,50.21742894914415
44.21494198016051,20.06946516749781,53.23636325200399
44.20701215682391,20.137233735868023,53.43862009048462
44.199038437378164,20.20498220517743,51.83282581965128
44.19102084335075,20.272710473244956,51.31513913472494
44.182959396378834,20.340418438083077,51.06074460347494
44.17485411820904,20.408105997898417,51.87085745069716
44.166705030697315,20.475773051092688,53.656718995836044
44.15851215580878,20.543419496263425,56.11798201666938
44.15027551561737,20.611045232204788,54.57512177361382
44.14199513230586,20.678650157908294,52.37351597679986
44.13367102816535,20.746234172563675,52.21721177630954
44.125303225595424,20.813797175559557,51.88539754019843
44.11689174710367,20.881339066484315,51.863533390892876
44.10843661530561,20.94885974512681,51.93021090825399
44.09993785292448,21.0163591114771,52.05564493603177
44.09139548279095,21.08383706572721,52.47453599505954
44.08280952784304,21.151293508271948,51.49564059575399
44.074180011125854,21.2187283397096,52.58977037005954
44.06550695579131,21.28614146084263,52.570076412624786
44.05679038509801,21.353532772678477,52.56351174248589
44.04803032241108,21.42090217643033,53.7791149881151
44.039226791201806,21.488249573517635,56.995369328392876
44.030379815047574,21.555574865567166,59.10539537005954
44.02148941763158,21.622877954413383,65.86423863304987
44.01255562274257,21.690158742099385,68.75681665208604
44.00357845427482,21.75741713087757,69.58559269375272
43.99455793622771,21.82465302321023,68.38111135694716
43.98549409270559,21.891866321770408,64.35631762610541
43.97638694791763,21.959056929442454,56.49032375547621
43.96723652617748,22.026224749322807,54.816332976023354
43.95804285190318,22.093369684720614,54.13404130935669
43.94880594961686,22.160491639158494,54.81014797422621
43.93952584394456,22.227590516373084,52.773364226023354
43.93020255961598,22.294666220315833,52.357457107967804
43.92083612146423,22.361718655153624,52.653301291995575
43.9114265544258,22.42874772526943,54.09638924068875
43.90197388354008,22.49575333526292,53.37812762790256
43.89247813394931,22.562735389951172,52.17565372255113
43.88293933089833,22.629693794369416,51.94648705588447
43.87335749973423,22.696628453771382,51.87601184844971
43.86373266590642,22.763539273630244,51.758770094977486
43.854064854966055,22.830426159639103,51.86781957414415
43.84435409256601,22.897289017711643,51.167895529005264
43.83460040446072,22.964127753982723,50.58071019914415
43.82480381650577,23.030942274809064,50.164477560255264
43.814964354657754,23.097732486769758,49.85322539011637
43.80508204497408,23.164498296667034,50.026293966505264
43.795156913612736,23.23123961152666,50.03747018178304
43.785188986832004,23.29795633859868,50.130786154005264
43.77517829099026,23.364648385358038,50.32447104983859
43.76512485254581,23.43131565950503,49.87666289011637
43.75502869805655,23.497958068965943,49.740215407477486
43.74488985417976,23.564575521893744,49.886645529005264
43.734708347672075,23.631167926668496,49.73267417483859
43.72448420538882,23.697735191897976,49.48110082414415
43.71421745428429,23.7642772264183,48.98082955678304
43.7039081214111,23.830793939294438,48.94605308108859
43.69355623392018,23.897285239820746,49.79316679636637
43.6831618190605,23.963751037521547,50.17934301164415
43.672724904178786,24.030191242151687,49.845141622755264
43.66224551671933,24.096605763697056,50.44155004289415
43.651723684223725,24.162994512375093,50.31872018178304
43.64115943433068,24.229357398635386,50.32295195261637
44.26352222603406,20.080508453316753,51.41111368603177
44.255584568537216,20.148336839278983,51.09573825200399
44.247602972964934,20.21614507194684,51.15840095943875
44.23957746088848,20.283933048885473,51.15058845943875
44.23150805398913,20.35170066785429,51.8306557337443
44.22339477405771,20.419447826807783,52.0648136138916
44.215237642994715,20.48717442389642,53.1898136138916
44.207036682809836,20.554880357467255,53.278301027086044
44.19879191562195,20.622565526064932,52.254755126105415
44.1905033636588,20.690229828432223,50.67820352978177
44.18217104925683,20.75787316351108,51.56557332144843
44.173794994861034,20.825495430443198,51.65514580408732
44.16537522302465,20.89309652857088,51.909920109642876
44.15691175640906,20.960676357437734,51.93997653325399
44.14840461778346,21.028234816789563,51.96227471033732
44.139853830024855,21.095771806575016,52.01506333880954
44.131259416117665,21.163287226946295,51.90981160269843
44.122621399153545,21.23078097826007,52.20310587353177
44.11393980233124,21.29825296107805,52.62845309575399
44.10521464895642,21.365703076167847,53.33537589179145
44.09644596244131,21.433131224503654,54.9319470193651
44.08763376630461,21.50053730726694,56.46276299158732
44.078778084171304,21.567921225847215,59.860603703392876
44.06987893977222,21.635282881842784,66.89706198374431
44.06093635694418,21.702622177061386,69.91691875457764
44.0519503596295,21.76993901352097,70.69724644554987
44.04292097187589,21.837233293450396,69.20701207054987
44.0338482178362,21.90450491928999,65.30043654971652
44.02473212176824,21.97175379369253,57.97448174158732
44.015572708034554,22.03897981952366,57.28529983096652
44.00637000110226,22.10618289986266,56.42429727978177
43.99712402554262,22.173362938003294,55.975295543670654
43.9878348060311,22.2405198374542,53.83288028505113
43.97850236734701,22.30765350193974,53.06909990310669
43.96912673437325,22.374763835400756,53.268644173940025
43.95970793209615,22.441850741994926,54.56025642818875
43.950245985605335,22.50891412609775,53.61331632402208
43.94074092009326,22.575953892302977,53.446378548940025
43.93119276085521,22.642969945423403,52.84638939963447
43.92160153328901,22.70996219049141,52.59020450380113
43.911967262894784,22.77693053275968,52.58673233456082
43.90228997527474,22.843874877701722,51.84525012969971
43.89256969613291,22.910795131012634,51.056621657477486
43.88280645127506,22.977691198609676,49.99683433108859
43.87300026660824,23.044562986632826,49.811992751227486
43.863151168140796,23.11141040144551,49.56996801164415
43.853259181981905,23.178233349635065,50.086895094977486
43.843324334341595,23.245031738013523,50.148906813727486
43.833346651530334,23.31180547361808,50.61933867136637
43.82332615995884,23.37855446371168,50.678691969977486
43.81326288613795,23.445278615783764,50.70972495608859
43.803156856678186,23.511977837550603,49.95446236928304
43.79300809828976,23.578652036956186,50.117602560255264
43.78281663778219,23.64530112217247,49.885180685255264
43.7725825020641,23.711925001600235,49.00611167483859
43.76230571814302,23.778523583869458,48.80130481719971
43.751986313125094,23.845096777839984,49.182109938727486
43.741624314214896,23.911644492602022,49.899883376227486
43.73121974871518,23.978166637476704,50.086895094977486
43.7207726440267,24.044663122016686,49.405200216505264
43.710283027647854,24.111133856006603,49.29967721303304
43.6997509271745,24.17757874946372,49.274883376227486
43.6891763702998,24.243997712638304,50.010668966505264
43.678559384813866,24.310390656014306,50.186504469977486
43.66789999860361,24.376757490309785,50.20267200469971
43.657198239652374,24.443098126477537,50.57186688317193
43.646454136039964,24.509412475705403,50.41903485192193
43.63566771594204,24.57570044941704,49.24922148386637
44.32000671742766,20.02366337881361,51.930373668670654
44.31210521840675,20.091571789833807,51.440627574920654
44.304159717795926,20.159460096016545,51.259529484642876
44.296170237100135,20.227328194477877,51.04197306103177
44.28813679793468,20.29517598252832,51.593622313605415
44.28005942202495,20.36300335767345,52.5897159576416
44.27193813120625,20.430810217614834,52.69035614861382
44.263772947423604,20.498596460250837,53.0203800201416
44.25556389273156,20.566361983677325,52.1439151763916
44.24731098929387,20.634106686188574,51.63843568166097
44.23901425938354,20.701830466277926,50.41702731450399
44.2306737253824,20.7695332226387,50.314651012420654
44.22228940978098,20.83721485416487,50.75160847769843
44.21386133517832,20.904875259951893,51.407478703392876
44.20538952428178,20.972514339297533,51.89695352978177
44.19687399990675,21.040131991702395,52.072463512420654
44.18831478497652,21.107728116871016,51.46449910269843
44.179711902522115,21.175302614712336,52.04143057929145
44.17106537568194,21.24285538534062,52.281881968180336
44.162375227701666,21.310386329076096,53.151944902208115
44.1536414819341,21.377895346445797,54.43465969297621
44.14486416183876,21.445382338184174,56.719002140892876
44.13604329098188,21.51284720523398,58.63078599505954
44.12717889303608,21.580289848746872,61.41545391082764
44.118270991780214,21.647710170084167,67.17196422153049
44.10931961109904,21.715108070817564,69.96390215555827
44.10032477498318,21.782483452729878,70.70500469207764
44.09128650752877,21.849836217815692,69.65460311041937
44.082204832937315,21.917166268282188,66.29289521111383
44.07307977551545,21.984473506549648,60.28882630666097
44.063911359674684,22.05175783525229,58.15346389346652
44.05469960993127,22.119019157238966,57.11662578582764
44.04544455090592,22.186257375573746,56.47665188047621
44.036146207323576,22.253472393536697,54.46173228157891
44.02680460401328,22.320664114624435,53.398418479495575
44.01741976590785,22.387832442550945,53.54701873991225
44.00799171804373,22.454977281248176,54.17673873901367
43.99852048556066,22.522098534866643,54.214499155680336
43.98900609370166,22.58919610777619,53.93422577116225
43.97944856781259,22.656269904566557,53.05385467741225
43.96984793334203,22.72331983004804,52.89478349685669
43.960204215841074,22.79034578925223,52.61304526858859
43.95051744096307,22.85734768743248,51.811450216505264
43.94078763446338,22.92432543006467,51.16133085886637
43.93101482219917,22.991278922847755,50.510234938727486
43.92119903012919,23.058208071704428,49.53714466094971
43.911340284313575,23.12511278278177,49.62584908803304
43.901438610913544,23.191992962451764,50.24688858456082
43.891494036191226,23.258848517311947,50.48554960886637
43.88150658650942,23.325679354186093,50.03822973039415
43.87147628833136,23.392485380124697,50.50866158803304
43.8614031682205,23.459266502405598,50.31812339358859
43.85128725284022,23.526022628534605,50.12096627553304
43.84112856895371,23.592753666245983,49.83852269914415
43.83092714342362,23.659459523503187,49.44399144914415
43.820683003211926,23.726140108499322,49.35924752553304
43.81039617537959,23.792795329657707,49.36358780331082
43.80006668708638,23.859425095632503,49.41659344567193
43.78969456559075,23.926029315309194,49.46081002553304
43.77927983824938,23.992607897805243,49.32734648386637
43.76882253251706,24.05916075247049,48.84720325469971
43.75832267594655,24.12568778888786,48.31937122344971
43.74778029618811,24.19218891687379,48.90677356719971
43.737195420989494,24.2586640464788,49.08526749081082
43.72656807819556,24.325113087988058,49.57181262969971
43.71589829574812,24.39153595192181,49.98202313317193
43.70518610168557,24.457932549035974,50.22903919219971
43.694431524142885,24.524302790322622,50.208965407477486
43.683634591351144,24.590646587010525,49.431133376227486
43.67279533163742,24.656963850565603,49.26544327206082
43.66191377342445,24.723254492691524,49.45804309844971
43.65098994523055,24.789518425330016,50.87731393178304
43.640023875669144,24.85575556066152,51.920499642690025
44.36860023173898,20.034686742730855,52.22947306103177
44.36069092272952,20.10265523122061,51.80857462353177
44.35273757003343,20.170603560507857,51.023689640892876
44.344740195199705,20.238531627452375,51.19030205408732
44.336698819887644,20.30643932910914,51.907098823123505
44.328613465867015,20.374326562729124,52.79121340645684
44.32048415501764,20.442193225760207,53.458042780558266
44.31231090932923,20.510039215847826,53.3768253326416
44.30409375090122,20.57786443083586,52.11543210347494
44.295832701942565,20.645668768767422,50.743416203392876
44.28752778477153,20.71345212788566,49.6404431131151
44.27917902181543,20.78121440663446,49.750197887420654
44.270786435610574,20.84895550365937,50.507088078392876
44.26235004880187,20.9166753178082,51.20999606450399
44.25386988414275,20.984373748131986,51.85604641172621
44.24534596449495,21.052050693885576,52.12270222769843
