Latitude,Longitude,Orog
43.665018474576875,20.083512104776958,615.6282
43.65708738741498,20.1505902513577,581.60474
43.64911290515742,20.217648684218545,624.51636
43.64109504907213,20.284687304287957,754.2229
43.63303384053424,20.351706012680324,918.2302
43.721446176096116,20.027299298007307,623.2273
43.713550726892386,20.09445571220408,549.8801
43.705611819978955,20.161592459532073,531.4241
43.69762947655919,20.22870944049029,548.3357
43.689603717943974,20.295806555763647,589.10034
43.681534565551516,20.362883706223755,658.2595
43.67342204090715,20.42994079292967,675.97876
43.665266165643175,20.4969777171286,570.9431
43.657066961498636,20.563994380256815,450.81128
43.648824450319154,20.630990683940155,454.58276
43.64053865405672,20.69796652999497,505.3352
43.7699893214201,20.038203819495095,500.52173
43.76208608510979,20.10541898653088,435.7566
43.754139349594084,20.17261443410723,428.61743
43.74614913611921,20.239790062478022,452.31567
43.73811546603905,20.30694577208385,483.04468
43.73003836081502,20.374081463552784,521.9529
43.7219178420159,20.441197037701187,499.1062
43.71375393131761,20.508292395534426,368.2444
43.705546650502995,20.575367438247667,247.48169
43.69729602146167,20.642422067226562,249.77954
43.689002066189786,20.709456184048065,279.83765
43.68066480678992,20.77646969048118,228.17603
43.67228426547073,20.843462488487603,199.3357
43.66386046454691,20.910434480222563,280.09106
43.655393426438884,20.97738556803546,330.9104
43.646883173672684,21.04431565447075,264.44653
43.63832972887972,21.11122464226844,203.31958
43.81853554739899,20.049127960541057,366.344
43.8106245151568,20.11640198034806,352.74536
43.80266994217118,20.183656227919045,408.13647
43.79467184973126,20.25089060326195,489.01782
43.786630259234094,20.318105006572296,539.34985
43.77854519218445,20.385299338233835,531.17847
43.77041667019464,20.4524734988195,426.3523
43.762244714984284,20.519627389092022,268.72046
43.75402934838018,20.586760910004728,193.93481
43.74577059231606,20.653873962702363,229.70825
43.737468468832404,20.72096644852172,245.38794
43.72912300007625,20.788038268992466,209.31274
43.72073420830102,20.855089325837866,283.5359
43.71230211586623,20.922119520975542,475.00513
43.703826745237414,20.98912875651814,522.85034
43.69530811898588,21.05611693477414,371.6018
43.686746259788436,21.123083958248486,274.34595
43.6781411904273,21.190029729643413,286.88306
43.66949293378982,21.256954151859105,247.17749
43.660801512868275,21.323857127994387,184.40503
43.65206695075981,21.39073856134746,211.61694
43.643289270665974,21.457598355416565,264.2942
43.63446849589274,21.524436413900787,261.03442
43.86708481993083,20.06007177367522,427.47827
43.85916598291465,20.127404746432404,441.41284
43.851203563574515,20.1947178939902,477.77563
43.843197583242656,20.262011116109875,489.81567
43.83514806335934,20.32928431274101,459.69116
43.827055025472866,20.396537384022395,388.15015
43.81891849123916,20.463770230282705,266.97485
43.81073848242171,20.530982752041297,188.69165
43.80251502089138,20.598174850008945,250.6936
43.794248128626165,20.665346425088615,361.4973
43.785937827710924,20.73249737837625,363.84595
43.77758414033736,20.799627611161497,310.2444
43.769187088803726,20.866737024928398,408.19556
43.76074669551451,20.933825521356255,615.3147
43.75226298298051,21.000893002320197,614.87573
43.74373597381835,21.06793936989203,396.16577
43.73516569075047,21.13496452634095,301.52466
43.726552156604846,21.201968374134253,348.10425
43.717895394314766,21.268950815937984,273.75366
43.709195426918704,21.335911754617825,150.46362
43.70045227756002,21.402851093239548,169.69653
43.69166596948688,21.469768735070033,232.68628
43.68283652605191,21.53666458357762,269.1814
43.67396397071209,21.603538542433114,361.4983
43.665048327028494,21.67039051551029,439.74634
43.656089618666144,21.73722040688665,412.32007
43.647087869393694,21.804028120844038,397.3523
43.63804310308331,21.870813561869454,497.6609
43.91563710486733,20.07103531161357,569.6028
43.90771045421806,20.1384273377474,556.55005
43.89974017962181,20.20579948553089,497.6565
43.89172630245398,20.27315165447783,373.33325
43.88366884419829,20.340483744291163,265.8401
43.87556782644652,20.40779565486386,227.23999
43.86742327089846,20.475087286279575,204.71216
43.85923519936159,20.542358538813545,223.28003
43.85100363375093,20.60960931293323,320.64868
43.84272859608879,20.67683950929913,401.50757
43.83441010850465,20.744049028765573,390.05298
43.826048193234975,20.81123777238136,377.2307
43.8176428726229,20.878405641390657,497.1692
43.80919416911815,20.945552537233652,658.4851
43.80070210527677,21.012678361547216,592.38257
43.79216670376094,21.079783016165834,354.81274
43.783587987338784,21.146866403122175,304.62915
43.77496597888419,21.213928424647833,398.43774
43.76630070137653,21.280968983174148,303.7146
43.75759217790053,21.34798798133278,127.57837
43.748840431646045,21.41498532195655,130.67163
43.74004548590784,21.481960908080055,202.95972
43.731207364085385,21.548914642940417,274.05005
43.722326089682646,21.61584642997792,447.22144
43.71340168630794,21.682756172836832,568.9363
43.7044341776736,21.749643775365996,488.2151
43.6954235875959,21.816509141619463,415.00854
43.68636993999472,21.883352175857283,477.3601
43.67727325889345,21.95017278254619,536.7717
43.66813356841871,22.016970866360083,581.5193
43.65895089280015,22.083746332180965,657.49634
43.64972525637025,22.150499085099398,598.38745
43.6404566835641,22.217229030415268,352.82007
43.96419236801366,20.08201862725889,596.5725
43.95625789485521,20.14946980744412,545.9983
43.94827975608416,20.216901055939644,468.20093
43.940257973119245,20.28431227201102,340.4807
43.932192567487625,20.351703355113727,269.9348
43.92408356082492,20.419074204894173,320.1311
43.91593097487475,20.486424721190247,383.72388
43.90773483148871,20.55375480403228,396.9934
43.899495152626095,20.621064353643618,370.20825
43.89121196035372,20.68835327044158,315.57983
43.88288527684581,20.755621455038067,300.1892
43.87451512438366,20.8228688082404,385.84204
43.8661015253555,20.890095231052044,541.03687
43.85764450225629,20.957300624673337,632.136
43.849144077687534,21.024484890502237,505.04272
43.840600274357094,21.09164793013511,280.20483
43.832013115078894,21.158789645367335,274.7483
43.82338262277285,21.225909938194206,399.02612
43.81470882046455,21.293008710811506,310.4729
43.80599173128517,21.36008586561627,134.42407
43.79723137847106,21.427141305207584,151.8103
43.78842778536382,21.494174932387125,237.51733
43.77958097540986,21.561186650159982,303.40015
43.77069097216026,21.628176361735427,469.83716
43.7617577992707,21.695143970527397,606.5647
43.75278148050101,21.762089380155373,591.6926
43.74376203971512,21.829012494444953,636.0139
43.73469950088081,21.895913217428642,751.6765
43.725593888069525,21.962791453346426,702.53345
43.716445225456106,22.02964710664648,608.5066
43.707253537318614,22.096480081985874,681.7009
43.69801884803812,22.163290284231152,679.0051
43.688741182098475,22.23007761845915,420.6316
43.67942056408608,22.296841989957414,272.06372
43.67005701868973,22.363583304225074,489.69946
43.66065057070039,22.43030146697336,729.4358
43.651201245010874,22.496996384126277,669.47925
43.641709066615725,22.563667961821267,510.69458
44.02064915101534,20.025491454496375,657.551
44.01275057512863,20.093021773701594,598.8738
44.004808270567814,20.160532208862094,515.3342
43.99682225868613,20.228022658804264,484.76978
43.98879256094575,20.295493022544633,430.35034
43.98071919891752,20.362943199290527,390.14722
43.972602194280846,20.430373088440916,441.75708
43.96444156882337,20.49778258958719,510.50317
43.956237344440936,20.56517160251397,497.09888
43.94798954313727,20.63254002719981,391.35864
43.93969818702383,20.699887763818026,276.07056
43.9313632983196,20.7672147127374,269.94116
43.9229848993509,20.834520774522957,370.8235
43.91456301255118,20.90180584993672,477.58032
43.90609766046076,20.96906983993847,511.58667
43.897588865726775,21.036312645686507,404.03882
43.88903665110282,21.10353416853829,233.24731
43.88044103944883,21.1707343100513,228.0774
43.87180205373081,21.23791297198369,328.5276
43.86311971702075,21.305070056295023,265.41626
43.85439405249629,21.372205465147033,140.39478
43.84562508344055,21.439319100904243,180.49878
43.83681283324201,21.506410866134843,269.96362
43.82795732539416,21.57348066361118,339.09595
43.81905858349541,21.64052839631063,494.7068
43.81011663124881,21.707553967416317,600.83325
43.80113149246186,21.774557280317595,550.65796
43.79210319104632,21.84153823861095,572.0984
43.78303175101799,21.90849674610058,684.8718
43.77391719649647,21.975432706799182,636.86304
43.764759551704984,22.042346024928463,516.6985
43.7555588409701,22.109236604919886,539.4895
43.74631508872164,22.176104351415404,526.1936
43.737028319492346,22.242949169268,344.34155
43.72769855791775,22.30977096354252,282.0056
43.71832582873581,22.37656963951605,469.81177
43.70891015678696,22.443345102678848,592.2727
43.69945156701358,22.510097258734817,475.79175
43.68995008446005,22.576826013602215,351.30444
43.68040573427232,22.643531273414226,368.91284
43.670818541697884,22.71021294451961,381.51685
43.66118853208532,22.776870933483423,299.4231
43.651515730884384,22.843505147087484,224.08618
43.641800163645414,22.9101154923311,203.77124
44.06921806632957,20.036455075398322,771.2859
44.06131169192453,20.104044804220564,676.7815
44.05336154705102,20.17161459553003,576.1404
44.04536765310569,20.239164347902545,556.81665
44.037330031594266,20.306693960104695,498.58228
44.02924870413131,20.37420333109489,401.44507
44.021123692440234,20.44169236002392,402.406
44.012955018352834,20.509160946235937,479.03442
44.00474270380928,20.57660898926906,487.60425
43.99648677085787,20.64403638885625,398.75024
43.98818724165482,20.711443044926057,319.04077
43.97984413846403,20.7788288576034,310.7771
43.97145748365698,20.84619372721025,312.4978
43.963027299712394,20.91353755426647,312.50513
43.95455360921619,20.980860239490568,369.44214
43.94603643486115,21.048161683800316,394.8318
43.9374757994468,21.115441788313717,297.10815
43.92887172587915,21.182700454349458,215.45581
43.92022423717054,21.249937583427908,217.95142
43.911533356439364,21.317153077271712,175.9231
43.90279910690996,21.384346837806504,124.710205
43.89402151191228,21.451518767161616,182.51538
43.88520059488181,21.51866876767096,278.57935
43.876336379359344,21.58579674187348,401.969
43.86742888899061,21.652902592514067,609.8367
43.85847814752627,21.719986222544122,703.5364
43.84948417882164,21.787047535122326,542.78296
43.84044700683637,21.85408643361535,374.30103
43.83136665563443,21.921102821598453,364.47485
43.822243149383745,21.988096602856245,378.08862
43.813076512355984,22.05506768138332,367.99
43.80386676892646,22.12201596138499,378.02954
43.79461394357383,22.18894134727779,335.27466
43.785318060879874,22.255843743690377,263.23413
43.77597914552926,22.322723055464053,320.43286
43.76659722230946,22.389579187653368,454.91968
43.757172316110356,22.45641204552689,456.06177
43.74770445192418,22.523221534567796,329.6355
43.73819365484515,22.590007560474504,245.41724
43.72863995006931,22.656770029161294,235.95044
43.7190433628944,22.723508846759046,228.55054
43.70940391871952,22.79022391961567,218.4602
43.699721643044874,22.856915154296928,219.948
43.68999656147173,22.92358245758689,198.90942
43.68022869970197,22.990225736488668,154.12524
43.67041808353809,23.056844898224995,132.87085
43.66056473888277,23.123439850238725,146.69214
43.650668691738844,23.19001050019358,164.33032
43.64072996820885,23.256556755974685,162.84937
44.11778986587519,20.047438532230217,747.32104
44.109875684067205,20.115087772283943,686.5647
44.1019176899535,20.18271702116681,623.3899
44.09391590497423,20.25032617720308,599.36646
44.08587035067881,20.31791513890883,504.8694
44.077781048725676,20.38548380499259,382.1184
44.06964802088229,20.453032074356344,414.83276
44.061471289024816,20.520559846096063,544.72437
44.05325087513785,20.58806701950266,548.4612
44.04498680131437,20.655553494062787,430.5774
44.03667908975544,20.723019169459434,360.42993
44.0283277627701,20.790463945572867,334.51636
44.019932842775006,20.85788772248128,245.54907
44.011494352294406,20.92529040046162,187.15552
44.00301231395984,20.992671879990326,303.3772
43.99448675050993,21.06003206174401,438.53833
43.985917684790216,21.127370846600343,371.7683
43.97730513975298,21.194688135638614,204.90894
43.96864913845691,21.26198383014065,124.53833
43.95994970406704,21.329257831591377,117.073975
43.95120685985446,21.396510041679647,151.63745
43.9424206291962,21.463740362299006,249.00806
43.93359103557483,21.530948695548204,377.55493
43.92471810257848,21.59813494373219,550.7024
43.91580185390044,21.665299009362542,778.3884
