Latitude,Longitude,Avg_VSW_0,Avg_VSW_1
43.64323404052515,20.044896127695807,0.17078901284020498,0.18454869357900247
43.74068016375085,20.066142477385483,0.1577193164097551,0.16517297790370175
43.72521825170103,20.200988384951074,0.14560905665122806,0.15746560584566446
43.70958630143312,20.335759059908668,0.16607708208179672,0.17998126407242354
43.69378446734656,20.470453742291795,0.1654353865640831,0.17472588308363654
43.677812905405936,20.605071674846243,0.15209038471725025,0.15948600784027378
43.66167177313592,20.739612103052423,0.1506924796888511,0.15988511854376872
43.645361229616235,20.874074275147393,0.14383953881928666,0.15272508461715123
43.838133914014335,20.08746329747146,0.14706211757986656,0.1612740920742131
43.822643043080426,20.222539492702396,0.1543631934841793,0.16753572849921008
43.806981824608414,20.357540062692806,0.15330678769179187,0.1648150967985558
43.79115041357937,20.492464243810446,0.13830577048691584,0.14909630839052146
43.77514896654495,20.627311275158632,0.13872513511639567,0.15206389545395388
43.758977641622124,20.76208039859847,0.13134413015086974,0.14302229040494843
43.74263659848825,20.896770858771305,0.1556444323983293,0.1643438518213826
43.72612599837566,21.031381903120575,0.18227674912234676,0.20751542435678025
43.709446004066656,21.165912781913505,0.201571442376739,0.2490651343621355
43.692596779888156,21.300362748262756,0.1966232938637343,0.2505861140329745
43.6755784917063,21.43473105814749,0.13303238743988996,0.15483697707759603
43.65839130692127,21.569016970434546,0.1596718390482639,0.1964746244959325
43.64103539446178,21.703219746899094,0.19439213316336107,0.24804972228724198
43.93559500745713,20.108858976901274,0.1530194768679521,0.16735891897918126
43.9200751186948,20.244166226146348,0.1393682154431398,0.15134778344098415
43.90438457250646,20.3793974548056,0.12599218543618917,0.14014333078648125
43.88852352445808,20.51455189555827,0.1256677599730459,0.1371577244730635
43.872492131691324,20.6496287838427,0.1340489089528005,0.1434044324319456
43.85629055291875,20.78462735787855,0.13668695983071108,0.14536239706271187
43.83991894841846,20.919546858689472,0.1612979445226657,0.17304036562336222
43.82337748002887,21.0543865301251,0.14407245639201732,0.15501077456514262
43.80666631114356,21.189145618883003,0.21090019088857626,0.25556027289875394
43.789785606705884,21.323823374530235,0.16816378534412502,0.21148113232085158
43.77273553320363,21.458419049524878,0.12678903832969218,0.15356839377453874
43.75551625866373,21.59293189923713,0.19294575385764948,0.2537800097765203
43.738127952646764,21.72736118197014,0.22397651162789353,0.27884575807848455
43.72057078624145,21.86170615898078,0.19221596010081346,0.23687491145546877
43.702844932059364,21.995966094500005,0.1832362053637502,0.21238254451884903
43.68495056422906,22.130140255753076,0.20847530347326323,0.2547599379410291
43.66688785839086,22.26422791297938,0.1688214611098191,0.2172984502501994
43.64865699169093,22.39822833945206,0.16407036475769593,0.18517057181403623
44.03306315953892,20.130329907312387,0.1472188778632638,0.16513034643074653
44.01751419379389,20.265868980632206,0.13810206943597417,0.15115037985021176
44.00179426016561,20.40133163528472,0.1221452001820438,0.13545974181684037
43.98590351480786,20.53671710023798,0.13468175381552117,0.14393637408424356
43.969842115455734,20.672024607242633,0.13056272443373526,0.14226666983612424
43.953610221420384,20.807253390854555,0.12080261618283956,0.13388915975999566
43.937207993583876,20.942402688457577,0.13581270885175126,0.14919929805747623
43.92063559439395,21.07747174028566,0.16087436174724104,0.184189188080793
43.90389318785869,21.21245978944495,0.2006378793456805,0.2523033405815423
43.886980939541154,21.34736608193566,0.16250546871653274,0.21495926879637733
43.86989901655415,21.482189866673536,0.13819168522230782,0.17891980524502654
43.85264758755458,21.61693039551119,0.17296641980760924,0.2067596054110447
43.8352268227382,21.751586923259197,0.18501408370575925,0.21505077158272598
43.81763689383399,21.886158707706784,0.15670549047346014,0.18372545129094045
43.799877974098706,22.02064500964252,0.15847564793930666,0.19267529590502797
