Latitude,Longitude,Avg_t2m
43.665018474576875,20.083512104776958,288.554077996148
43.65708738741498,20.1505902513577,289.09238094753687
43.64911290515742,20.217648684218545,288.7606480916341
43.64109504907213,20.284687304287957,287.6425382826063
43.63303384053424,20.351706012680324,286.96534644232855
43.721446176096116,20.027299298007307,288.9857457478841
43.713550726892386,20.09445571220408,289.246460808648
43.705611819978955,20.161592459532073,289.45457712809247
43.69762947655919,20.22870944049029,289.2400317721897
43.689603717943974,20.295806555763647,288.6457934909397
43.681534565551516,20.362883706223755,287.9514846801758
43.67342204090715,20.42994079292967,287.7687589857313
43.665266165643175,20.4969777171286,288.3516040378147
43.657066961498636,20.563994380256815,289.10409969753687
43.648824450319154,20.630990683940155,289.35165829128687
43.64053865405672,20.69796652999497,289.3135452270508
43.7699893214201,20.038203819495095,289.63109079996747
43.76208608510979,20.10541898653088,289.7229690551758
43.754139349594084,20.17261443410723,289.7506925794813
43.74614913611921,20.239790062478022,289.53867001003687
43.73811546603905,20.30694577208385,289.20810360378687
43.73003836081502,20.374081463552784,288.92774878607855
43.7219178420159,20.441197037701187,289.2779820760091
43.71375393131761,20.508292395534426,289.522827996148
43.705546650502995,20.575367438247667,290.0126554701063
43.69729602146167,20.642422067226562,290.85825008816187
43.689002066189786,20.709456184048065,290.71518368191187
43.68066480678992,20.77646969048118,290.7302932739258
43.67228426547073,20.843462488487603,290.66025204128687
43.66386046454691,20.910434480222563,290.2849536471897
43.655393426438884,20.97738556803546,290.3801956176758
43.646883173672684,21.04431565447075,290.94310251871747
43.63832972887972,21.11122464226844,290.952271355523
43.81853554739899,20.049127960541057,289.983033074273
43.8106245151568,20.11640198034806,289.89723120795355
43.80266994217118,20.183656227919045,289.66741349962024
43.79467184973126,20.25089060326195,289.46445126003687
43.786630259234094,20.318105006572296,289.10182105170355
43.77854519218445,20.385299338233835,289.3663609822591
43.77041667019464,20.4524734988195,290.05413224962024
43.762244714984284,20.519627389092022,290.257202996148
43.75402934838018,20.586760910004728,290.7825393676758
43.74577059231606,20.653873962702363,290.7378345065647
43.737468468832404,20.72096644852172,290.52874162462024
43.72912300007625,20.788038268992466,290.39340633816187
43.72073420830102,20.855089325837866,289.76121775309247
43.71230211586623,20.922119520975542,289.31943172878687
43.703826745237414,20.98912875651814,289.3609085083008
43.69530811898588,21.05611693477414,290.10141415066187
43.686746259788436,21.123083958248486,290.31340959337024
43.6781411904273,21.190029729643413,290.628540886773
43.66949293378982,21.256954151859105,291.105835808648
43.660801512868275,21.323857127994387,291.37498728434247
43.65206695075981,21.39073856134746,290.9910354614258
43.643289270665974,21.457598355416565,291.1134312947591
43.63446849589274,21.524436413900787,291.07374487982855
43.86708481993083,20.06007177367522,289.5327835083008
43.85916598291465,20.127404746432404,289.5213088989258
43.851203563574515,20.1947178939902,289.57933298746747
43.843197583242656,20.262011116109875,289.6112882826063
43.83514806335934,20.32928431274101,289.794556511773
43.827055025472866,20.396537384022395,290.25194040934247
43.81891849123916,20.463770230282705,290.31275855170355
43.81073848242171,20.530982752041297,291.6040725708008
43.80251502089138,20.598174850008945,291.300660027398
43.794248128626165,20.665346425088615,290.4741626315647
43.785937827710924,20.73249737837625,290.2646085951063
43.77758414033736,20.799627611161497,289.99244605170355
43.769187088803726,20.866737024928398,289.03587595621747
43.76074669551451,20.933825521356255,288.4236255221897
43.75226298298051,21.000893002320197,288.53810034857855
43.74373597381835,21.06793936989203,289.5414098103841
43.73516569075047,21.13496452634095,289.777954949273
43.726552156604846,21.201968374134253,290.166626824273
43.717895394314766,21.268950815937984,290.7014846801758
43.709195426918704,21.335911754617825,291.1300328572591
43.70045227756002,21.402851093239548,291.15032365587024
43.69166596948688,21.469768735070033,291.1706958346897
43.68283652605191,21.53666458357762,290.61622534857855
43.67396397071209,21.603538542433114,289.46778784857855
43.665048327028494,21.67039051551029,288.824829949273
43.656089618666144,21.73722040688665,288.917359246148
43.647087869393694,21.804028120844038,288.60409969753687
43.63804310308331,21.870813561869454,287.95883602566187
43.91563710486733,20.07103531161357,288.8668492635091
43.90771045421806,20.1384273377474,288.9990921020508
43.89974017962181,20.20579948553089,289.5850024753147
43.89172630245398,20.27315165447783,290.15650855170355
43.88366884419829,20.340483744291163,290.98276180691187
43.87556782644652,20.40779565486386,290.687622918023
43.86742327089846,20.475087286279575,290.62175920274524
43.85923519936159,20.542358538813545,291.283570183648
43.85100363375093,20.60960931293323,290.3504104614258
43.84272859608879,20.67683950929913,290.03972795274524
43.83441010850465,20.744049028765573,290.28289201524524
43.826048193234975,20.81123777238136,289.74656931559247
43.8176428726229,20.878405641390657,288.65013376871747
43.80919416911815,20.945552537233652,287.74155086941187
43.80070210527677,21.012678361547216,288.3031285603841
43.79216670376094,21.079783016165834,289.3504918416341
43.783587987338784,21.146866403122175,289.539673699273
43.77496597888419,21.213928424647833,289.764771355523
43.76630070137653,21.280968983174148,290.42872534857855
43.75759217790053,21.34798798133278,291.0426305135091
43.748840431646045,21.41498532195655,291.11961619059247
43.74004548590784,21.481960908080055,290.79013485378687
43.731207364085385,21.548914642940417,289.9990921020508
43.722326089682646,21.61584642997792,289.209107293023
43.71340168630794,21.682756172836832,288.2251391940647
43.7044341776736,21.749643775365996,288.2733976576063
43.6954235875959,21.816509141619463,288.3309605916341
43.68636993999472,21.883352175857283,287.95775095621747
43.67727325889345,21.95017278254619,287.346558464898
43.66813356841871,22.016970866360083,287.42601267496747
43.65895089280015,22.083746332180965,287.997681511773
43.64972525637025,22.150499085099398,289.50408342149524
43.6404566835641,22.217229030415268,290.3383390638563
43.96419236801366,20.08201862725889,288.431519402398
43.95625789485521,20.14946980744412,288.7392993503147
43.94827975608416,20.216901055939644,289.43255021837024
43.940257973119245,20.28431227201102,290.27214982774524
43.932192567487625,20.351703355113727,290.41112009684247
43.92408356082492,20.419074204894173,290.4265823364258
43.91593097487475,20.486424721190247,290.18482886420355
43.90773483148871,20.55375480403228,290.403443230523
43.899495152626095,20.621064353643618,289.92376115587024
43.89121196035372,20.68835327044158,290.13966284857855
43.88288527684581,20.755621455038067,290.40414852566187
43.87451512438366,20.8228688082404,289.6649449666341
43.8661015253555,20.890095231052044,288.39869605170355
43.85764450225629,20.957300624673337,287.783326043023
43.849144077687534,21.024484890502237,288.54021623399524
43.840600274357094,21.09164793013511,289.60157691107855
43.832013115078894,21.158789645367335,289.606324089898
43.82338262277285,21.225909938194206,290.0350621541341
43.81470882046455,21.293008710811506,290.8331578572591
43.80599173128517,21.36008586561627,291.7070999145508
43.79723137847106,21.427141305207584,291.1297887166341
43.78842778536382,21.494174932387125,290.55877092149524
43.77958097540986,21.561186650159982,289.57024553087024
43.77069097216026,21.628176361735427,288.6620695326063
43.7617577992707,21.695143970527397,287.6542027791341
43.75278148050101,21.762089380155373,287.5557327270508
43.74376203971512,21.829012494444953,287.5273852878147
43.73469950088081,21.895913217428642,287.1376554701063
43.725593888069525,21.962791453346426,286.93016306559247
43.716445225456106,22.02964710664648,287.5971281263563
43.707253537318614,22.096480081985874,288.0133336385091
43.69801884803812,22.163290284231152,288.99315134684247
43.688741182098475,22.23007761845915,290.19304826524524
43.67942056408608,22.296841989957414,290.4062915378147
43.67005701868973,22.363583304225074,289.8159595065647
43.66065057070039,22.43030146697336,288.125367058648
43.651201245010874,22.496996384126277,288.16684383816187
43.641709066615725,22.563667961821267,289.275025261773
44.02064915101534,20.025491454496375,287.734986199273
44.01275057512863,20.093021773701594,287.7229419284397
44.004808270567814,20.160532208862094,288.7031665378147
43.99682225868613,20.228022658804264,289.160035027398
43.98879256094575,20.295493022544633,289.7093785603841
43.98071919891752,20.362943199290527,289.9321975708008
43.972602194280846,20.430373088440916,289.8328323364258
43.96444156882337,20.49778258958719,289.4755460951063
43.956237344440936,20.56517160251397,289.65794626871747
43.94798954313727,20.63254002719981,289.6922073364258
43.93969818702383,20.699887763818026,289.98436228434247
43.9313632983196,20.7672147127374,290.20761532253687
43.9229848993509,20.834520774522957,289.6405309041341
43.91456301255118,20.90180584993672,289.0197355482313
43.90609766046076,20.96906983993847,288.6161168416341
43.897588865726775,21.036312645686507,289.2402759128147
43.88903665110282,21.10353416853829,289.63250139024524
43.88044103944883,21.1707343100513,290.0816116333008
43.87180205373081,21.23791297198369,290.50847795274524
43.86311971702075,21.305070056295023,291.17815568712024
43.85439405249629,21.372205465147033,291.8152542114258
43.84562508344055,21.439319100904243,291.2508010864258
43.83681283324201,21.506410866134843,290.0085864596897
43.82795732539416,21.57348066361118,288.9203160603841
43.81905858349541,21.64052839631063,287.9616300794813
43.81011663124881,21.707553967416317,287.2168655395508
43.80113149246186,21.774557280317595,287.563843621148
43.79210319104632,21.84153823861095,287.9474156697591
43.78303175101799,21.90849674610058,287.7001554701063
43.77391719649647,21.975432706799182,287.9049894544813
43.764759551704984,22.042346024928463,288.6498082478841
43.7555588409701,22.109236604919886,289.15479956732855
43.74631508872164,22.176104351415404,289.888062371148
43.737028319492346,22.242949169268,290.98338572184247
43.72769855791775,22.30977096354252,290.89242977566187
43.71832582873581,22.37656963951605,289.69540829128687
43.70891015678696,22.443345102678848,288.68458472357855
43.69945156701358,22.510097258734817,289.4887296888563
43.68995008446005,22.576826013602215,290.22584448920355
43.68040573427232,22.643531273414226,290.12816111246747
43.670818541697884,22.71021294451961,290.536499871148
43.66118853208532,22.776870933483423,290.89104631212024
43.651515730884384,22.843505147087484,291.0874710083008
43.641800163645414,22.9101154923311,291.2034378051758
44.06921806632957,20.036455075398322,286.9708531697591
44.06131169192453,20.104044804220564,287.7333043416341
44.05336154705102,20.17161459553003,288.19646623399524
44.04536765310569,20.239164347902545,288.7356372409397
44.037330031594266,20.306693960104695,289.06878068712024
44.02924870413131,20.37420333109489,289.5133878919813
44.021123692440234,20.44169236002392,289.9284269544813
44.012955018352834,20.509160946235937,289.375611199273
44.00474270380928,20.57660898926906,289.2555211385091
43.99648677085787,20.64403638885625,289.32895321316187
43.98818724165482,20.711443044926057,289.9988208346897
43.97984413846403,20.7788288576034,290.2510452270508
